lane_id,pickup_city,pickup_state,delivery_city,delivery_state
00e16455a8a0dc3367cb9ac6f4a67f57,SIOUX CITY,IA,BROOKHAVEN,MS
4db70102660229bc028807383c8f97cd,GREELEY,CO,HOUSTON,TX
c7a1f6f3354941766c2a0219edff50b3,LOS ANGELES,CA,AURORA,CO
5528a5292c3a3530c3fd0e97d3f1a5c8,BRIGHTON,MI,STATESVILLE,NC
e07176fe5a9d46b0198138b09ba1faab,DECATUR,IN,LAREDO,TX
9a605a9351fe7abe23b0bffbbdfad545,PLAINFIELD,IL,SWEDESBORO,NJ
b06eb282a9562ae78842c172fbde273d,ST. LOUIS,MO,PIEDMONT,SC
876cb6719f5d96da45fbe01b13b2b826,PLANT CITY,FL,MONROE TOWNSHIP,NJ
540b98a5acfd428e1f08b82ed4149383,GREEN BAY,WI,BALDWINSVILLE,NY
088a59b58f894811572bbb904938853c,BALDWINSVILLE,NY,IDAHO FALLS,ID
2b0e9c3e3f052f3bccf16bccc3f68c8a,WINCHESTER,VA,POMPANO BEACH,FL
e8f42818ea924c46ba899b09dd0cccf5,SAINT ANTHONY,ID,BANCROFT,WI
a76e036fc48c7788461e8c71bd4870fd,FAIRFIELD,CA,KALISPELL,MT
f91863fa40c6530d2fe9573b74814d38,CONOVER,NC,LAREDO,TX
fe8bf6046c3c249161aefd3c71db9427,GRANITE CITY,IL,SIOUX CITY,IA
3180c9ec8dc3cf9d987dfe855e575b49,FAIRFIELD,CA,SALEM,OR
2f8afe60bf9f84c4ebd2df1e89c6225f,FORT COLLINS,CO,SALEM,OR
e7872f6d1dc582ba18e98bd5528d0b7c,NEWARK,NJ,HARRISBURG,PA
46deb73cdb939b2f8609bb9085280305,FORT COLLINS,CO,DURANT,OK
9f3ce6ea3ed9347e9b99a1fdab41c0b0,GRANITE CITY,IL,ALPENA,MI
4ee464ca317df5cbd4eebd7f47f750c1,GRANITE CITY,IL,OKLAHOMA CITY,OK
7a7ef710ec50f8b5dc48dcd07ddb4203,LA PORTE,TX,AURORA,CO
923c4ae3c6d5f45b47bad4063e629dbf,ST. LOUIS,MO,OMAHA,NE
826c780ecb53e29e4bc1d5e0abc04185,GRANITE CITY,IL,GRAND FORKS,ND
8eef58c7ff312db788c7169fc05fd003,DENVER,CO,TEMPE,AZ
17b5b1b5cf2284afc9bacf6bf65033a0,ST. LOUIS,MO,MONROE,LA
a48f792e824cb61ae875fb1a0d43b092,PITTSTON,PA,BOLINGBROOK,IL
73382980630aa63fcddcdba8a755dc92,AURORA,CO,MOBRIDGE,SD
b345b0287653bb096238794d12b7cb7f,ST. LOUIS,MO,WHEELING,WV
b4c7248c2e81e5b751975a5603bf9a0e,ST. LOUIS,MO,LEESVILLE,LA
1b445ac06be3f1482743bd968173e97f,AURORA,CO,GRAND FORKS,ND
e59ec235379b5123537d0f65915a39d9,ST. LOUIS,MO,PARKERSBURG,WV
388221c9c86725e8baf9bb4e763a5d51,ST. LOUIS,MO,METAIRIE,LA
a1903df30e7123130a3bb065e14ff9d9,NEWARK,NJ,ORANGE,CT
afcef6f9c3ba2e39a518bf2abea2c1d2,NAPERVILLE,IL,MEMPHIS,TN
cb31f03b603ce029b5e46d710f737870,BALDWINSVILLE,NY,PITTSBURGH,PA
ccd022cfcb648e62a7288c4d43d1c7a9,COLUMBUS,OH,YORK,PA
58d8d7b66f23f3e5dcee93650e62caa2,FORT COLLINS,CO,KINGMAN,AZ
c16b19965d5a389b996f6a1713227005,WILLIAMSBURG,VA,CHARLESTON,SC
40168ee8da119a9483a6937366bdd276,COLUMBUS,OH,WARNER ROBINS,GA
9c2de09f3e3f8dddb5e9de10436cf034,WILLIAMSBURG,VA,GAITHERSBURG,MD
2f554a171ca294ee3a1df6ece0a63351,NEWARK,NJ,MILFORD,MA
f4a65d46444c79149eb9280c7a1b334b,ST. LOUIS,MO,SMOOT,WV
22a6040a29288081ad22a8225700ff31,XENIA,OH,MEMPHIS,TN
ba3b3cfb5ffb1ceb7bd41b2494de75c7,COLUMBUS,OH,CHICOPEE,MA
8d68baf2dd0bba52c5423ab6a4d2fbb9,COLONIAL HEIGHTS,VA,HUNTINGTON,WV
952dbd6015efd2e98ce1b0b0e7b93026,ARREY,NM,FORT WORTH,TX
7c063bcbe6a982da31bbf04bdb7f0f40,CANTON,OH,MEMPHIS,TN
c113d35861c3427d6851b618fac32d6a,BURLEY,ID,FIFE,WA
6f856c1b7d2dbfb1234a51569f4148db,TUSCALOOSA,AL,CLEVELAND,OH
913a1448a6317bb0747860d8e84cf6d8,GRANITE CITY,IL,HURON,SD
756c74ce34e76620978e465e33631c1a,DENVER,CO,CHARLESTON,TN
6d9e66d28dde36dd693012c186ea93cf,DECATUR,IN,MEMPHIS,TN
6e9f7431cf3987878caedc98aef50dff,FORT COLLINS,CO,BOISE,ID
87d5c72c7607744588f5ca2e8bd5b806,NEWARK,NJ,FAIRMONT,WV
88a6a7842bb5dcb8fe1c0e2bc167d769,CARTERSVILLE,GA,LAKE CHARLES,LA
7fd500398e19d3bfbd9ee2c0abe8c3fe,MERRIMACK,NH,BALDWINSVILLE,NY
00e25851174c8b9f42edb2932aa6c561,HOUSTON,TX,SAN ANGELO,TX
c57d44967589c41a907c5df158aee644,ST. LOUIS,MO,IRONWOOD,MI
59817a01fb46c8e0d44392def837a4a2,NEWARK,NJ,LINWOOD,NC
3b455b8b8ff806a6d50d40cbaa131f95,ERIE,PA,CARTERSVILLE,GA
67b37086e941b8d1d883a9e6015ecf07,GEORGETOWN,SC,WILLACOOCHEE,GA
7548a613b9330cb3c2a9efed054cabc5,NEWARK,NJ,JACKSON,MI
b63d2c05eaa9c622325cec8b94254fc9,LA PORTE,TX,MADISONVILLE,LA
848402b01d85808aff3fc218ae6989ed,COLONIAL HEIGHTS,VA,BRISTOL,VA
f6b1400fab7be5cd3f1a285788f8c585,AURORA,CO,CEDAR CITY,UT
6f2dca7633fd5dcd1d365b0ed8b8fa77,HOUSTON,TX,ODESSA,TX
9977b22da1933bb18b6390f6dc53b1dd,ST. LOUIS,MO,LA VERGNE,TN
1c8a214da2af6cdbb3bf2cd746304238,AURORA,CO,HUTCHINSON,KS
0c77d4e25a6229e36c80569d5d3a6965,HOUSTON,TX,LAFAYETTE,LA
7311d3bf03f352879f15e2517d2ee7d4,ROMULUS,MI,ATLANTA,GA
50583be701d8330ac655437b5c27ba84,BUFFALO,NY,NEW BRUNSWICK,NJ
e4ed2be581c39f1fd37718710ab0b172,ST. LOUIS,MO,OLIVE BRANCH,MS
d20c2df6f6883ac8192d1a81aef92988,IRVINGTON,NJ,CHICAGO,IL
152ea38a92783baa5d54e036eaf54f7e,HOUSTON,TX,LAKE CHARLES,LA
b11e3eb8d93a220dd0f7b95d8ceba0b1,NEWARK,NJ,JACKSON,TN
8c0fc199ba75b36360e7bad03601af7b,ONTARIO,CA,TOLLESON,AZ
a23377341117ac0c2d00155ac8e92aff,LA PORTE,TX,ALEXANDRIA,LA
42f43ba609234edc9dbf7f1c77403537,WILLIAMS,MN,COLOMA,WI
0109882aaaaa6d40ace31e13dbd972de,PHILADELPHIA,PA,GASTONIA,NC
cb227224aa1f99d3ab75b8428e413cbb,JACKSONVILLE,FL,GOLDSBORO,NC
3707f8c9ef19ffca1aa849e447a275e5,CRANBURY TOWNSHIP,NJ,NEW PALTZ,NY
c6e8166c20757eca6d6bf77bf4d2c182,SOUTH WINDSOR,CT,BERNHARDS BAY,NY
7b270a49101589a8870b35470bb01849,JACKSONVILLE,FL,ROCK HILL,SC
f9cc9a7f79cad888017381c170d3dda1,TUSCALOOSA,AL,FRANKLIN,OH
b47c05d424911d98a44973eec62b5db0,HOUSTON,TX,HOUMA,LA
c887fecd5a834a64970cb6fc61356640,KNOXVILLE,TN,WAUCONDA,IL
b7b4f04e95b553571d179aa76ec2f544,WILLIAMSBURG,VA,JERSEY CITY,NJ
f31269670fd0ecb4e9e9c565bbd5736a,ST. LOUIS,MO,TRAVERSE CITY,MI
87154b5bab9c6a25afbcb08f9f0710b0,ATLANTA,GA,ROANOKE,TX
b2a9962e118eef568273621f3b1671fe,BURT,NY,PENNSAUKEN TOWNSHIP,NJ
ac0583806be34c4e9b0e1d9c9675ae5f,FORT COLLINS,CO,STEAMBOAT SPRINGS,CO
786d840f1195b8a0d215f90b67fb7bac,CARTERSVILLE,GA,SAVANNAH,GA
5fb3698758b3060ccd1dd7692c82b873,PESCADERO,CA,COMMERCE,CA
3cb8f7c0e565383702c71e031bf49a06,GRANITE CITY,IL,WEST UNION,IA
58138d752021138acc0a2aa8c3a535e8,FAIRFIELD,CA,VISALIA,CA
9b6c7e400fb655e00fd9f4f0d9e38dcc,CABAZON,CA,TOLLESON,AZ
bb90df7fe1d27f69f9cb618b17b423f9,NEWARK,NJ,WARREN,MI
a4a9a61e94f1ba158dbb7dde524efdcc,HOUSTON,TX,ABILENE,TX
eb38e9727823504a93e1a0422dfd53d9,JACKSONVILLE,FL,LOXLEY,AL
daad0fb59959303f8b3eac99f53d173c,BRAWLEY,CA,DELANO,CA
932851a7c013d2c1b84f843c7cfb0dc2,LAREDO,TX,MUENSTER,TX
65d8ece7b7b318abd1d726a59ee59692,GRANITE CITY,IL,NEW ALBANY,IN
ba28517ce3d50ce49cead84c5df16592,LAREDO,TX,DEQUINCY,LA
078ac505155fded50813578518a47aa0,AURORA,CO,OMAHA,NE
5ac240967a6da3ef5909e025c42a723d,EL CAMPO,TX,SNYDER,TX
5057a7d51ab83e90acab7fae0aa4528b,CONOVER,NC,WEST CHESTER TOWNSHIP,OH
ced9b60a964465af7e5fa546f839ccb0,WILLIAMSBURG,VA,WILMINGTON,NC
03086e87e7f22ff21dff356ea329a7d1,LONG BEACH,CA,STOCKTON,CA
9d91133b79221e9f39619a08ece7b26d,CARSON,CA,STOCKTON,CA
0d69241a06e14475ec14d7b1d7272f53,WELLTON,AZ,BAKERSFIELD,CA
161fc2a7c75e55f47c1cbf5a68e26c95,COLONIAL HEIGHTS,VA,MORGANTOWN,WV
702fddcea717844d45b4952714163ed2,FAIRFIELD,CA,SOUTH SAN FRANCISCO,CA
0246c67aefe1b0b7345c4597b4e85528,WENDOVER,UT,MERIDIAN,ID
449859b6d2a8417d9c1632d453908cbf,LATHROP,CA,TRACY,CA
47a620e4bd4aa624122188bd013962c0,SIOUX CITY,IA,NORTHFIELD,MN
054b6a7a3b454a1a17206ef7034d2ae9,WILLIAMSBURG,VA,ELKINS,WV
3f294e7b3737efefbfa1ab0cd542fe41,READING,PA,OLEAN,NY
f47e23c46340dfb8dca344a9cbf4cc7d,PORTLAND,OR,UKIAH,CA
bb8dcb3f78081e3f5a4efeda65d0a1b1,LOS ANGELES,CA,TRACY,CA
c0959e677135a4699667908ab7d24054,HACKETTSTOWN,NJ,YORK,PA
02f52b9e7cffb449392bf79fadd7dde9,LOS ANGELES,CA,WATSONVILLE,CA
485bb9e33d5e4700aa0cdd954818ca3b,INDIANAPOLIS,IN,CLINTON,IA
b736b4d9ea22f88a95003db910ad09c2,JACKSONVILLE,FL,MELBOURNE,FL
9ac39dd4769c25d236628f081d042265,LEXINGTON,KY,GASTONIA,NC
d6713b150e52244d8558daca9cd29024,HOUSTON,TX,SUMMIT,MS
d968202f65025ca1472768844d126b24,EDISON,NJ,AUBURN,NY
783d2017e08ab66088055cbadd096185,JACKSONVILLE,FL,CHARLOTTE,NC
c47084bd02a6d17b32b5ed2c4deb286f,1,LA,BIRMINGHAM,AL
fcb23b4c052e8f13e6d0724c6f1db884,CHICAGO,IL,ALTON,IL
ac3fc63828e751f0b5b62a55dd0d5138,FRANKFORT,KY,CLYDE,OH
7b7e913a2b9738486c75bf90a833ae6e,READING,PA,BROOK PARK,OH
ff37569e73d37d7663bb6d056d5d6383,BOLINGBROOK,IL,WOOD DALE,IL
2eb406cf2be4605c5294e8f47f8ce3b2,CONOVER,NC,CLAREMONT,NC
3ff413b4fde31c167d9bf094c3515acf,BALTIMORE,MD,BERRYVILLE,VA
8f00a07611a4425807fda96f67b0285c,BROOK PARK,OH,READING,PA
ce2bd32657608cbaf2e24b3581c250eb,BALTIMORE,MD,ALTOONA,PA
f76f7fcf32398a9497f649eb2efb15dc,NEWARK,NJ,WILKES-BARRE,PA
ba28060a97cac8b4bff444f383debe5a,BRASELTON,GA,LACEYS SPRING,AL
2b017464db44c0c8bcab47afd0fbcda8,CASA GRANDE,AZ,COMMERCE,CA
8346a470d448c53c7f167afaa99eea36,DAVENPORT,IA,NORMAL,IL
24443e044b110d9b25b77415a5322494,BOTKINS,OH,MOUNT VERNON,OH
44bde3922dc6be0cc50de3bb926588e0,COLONIAL HEIGHTS,VA,WELLSBURG,WV
49b0fdd251579b0c0e682d0a10be7c77,ST. LOUIS,MO,FLETCHER,NC
3bfe39ec92205d7b065b08335a979c34,LAKEWOOD,NY,STATESVILLE,NC
81d35e84cb3dd2829019e08e74c03b58,LAREDO,TX,PASADENA,TX
9222f3b8e6dfeb9f2f3616243f80d384,FORT COLLINS,CO,CARTERSVILLE,GA
1f19039cdbba0a8b24f204fc64ee29eb,FAIRFIELD,CA,MOBRIDGE,SD
9537eb29c16541e2b63e0cc134b7bdb1,GRANITE CITY,IL,ALBERT LEA,MN
485ea864fe02206df9c331c308b844ab,RICHMOND,CA,ROANOKE,TX
2b8d6d65d323b4313332b5f355253183,ONTARIO,CA,ROANOKE,TX
80aa43a1063149a82c81ec566167251b,PLANT CITY,FL,MCCOOK,IL
57501f7ac0464e50f13c399f9630bf50,SAINT ALBANS CITY,VT,PLANT CITY,FL
5ea262340f8bd38e75fbaf4dde4cb198,CONCORD,NC,PORTLAND,OR
367a8cfc980dcdea56651d6934330571,PHOENIX,AZ,PACIFIC,WA
5bc14ad4bf0308423d565b212b75dbd6,PORTLAND,OR,CANTON,OH
e6fa625d5f34f693ed095c7c1676376c,MERRIMACK,NH,JACKSONVILLE,FL
2461b7d2a662ae1202c7896a5ab3d590,DEL RIO,TX,MOUNT HOLLY,NC
76192718102c710f6b07ee2f21060e01,LOS ANGELES,CA,LA VERGNE,TN
e8317cf0b101d2aee0f9a61049513ff6,ONTARIO,CA,LAREDO,TX
ab41edf1e684c0b658b54a4603a6bf90,FORT COLLINS,CO,JACKSONVILLE,FL
f395693ac1b210d628fed155db2df293,SANTA ANA,CA,LEOLA,PA
ff5074f005d893a2481ac5fcd8cb7684,PITTSTON,PA,PORTLAND,OR
54170ab125f74ec47235319585fb753c,SIOUX CITY,IA,KISSIMMEE,FL
69eb6bdac105856c40b94b569c5fc7f7,SANTA ANA,CA,MONROVIA,MD
1dbd685e69dd76c641132b7e10305f01,OTTAWA,KS,TRACY,CA
42745f89452d4543e1f345b7f0d57012,PRESCOTT,WA,DENVER,CO
e891a07619479293a8bf184f06c50916,CARSON,CA,MONROVIA,MD
2221404acb85ea2aba356344520a5f31,TRENTON,MO,LAREDO,TX
b7f2f54e619b9bb32dc5ef5fcbd7b6f5,ST. LOUIS,MO,CLIFTON,CO
a7dd9ba605b3a16fe17d5e9b94f26a6a,BALDWINSVILLE,NY,BRONX,NY
0150b8da5bf127950009dcd14df2817c,TOPTON,PA,CLEVELAND,NC
1613bc94a2f2defb83e33c9d244d962f,GENEVA,IL,TRACY,CA
31f5b063c0a4aa1a5d123ba6930aa525,MARICOPA,AZ,METHUEN,MA
3ed88ea3667fa9a5e3c955b43b19a7a9,DICKSON,TN,PLANT CITY,FL
84bccb2a52cdfb8bac408cc9b04e55b4,AURORA,CO,KALISPELL,MT
0aa5f96a32f4e8f5e7d575c13d71db7f,CARTERSVILLE,GA,PORTLAND,OR
cbd9c994700bf2ef1fc575af623b4d16,FORT COLLINS,CO,SHERIDAN,WY
aebab797d60abe9f81e4bf4891c0a3fe,MONTE VISTA,CO,PLANT CITY,FL
26ff625e90f8ce7eba52acc5e40b1ce1,HOUSTON,TX,CASPER,WY
de8dfcbfebb047a4d4ef3c8c69cce812,LAKELAND,FL,COMPTON,CA
f052be0ce3f7cb18ded805ab02fd84a5,LAS VEGAS,NV,CHICAGO,IL
565567bd8c456dcd6e7b7fef503ef491,GRANITE CITY,IL,ANDERSON,IN
736282184ec8e1dd2bf17180a80a6e48,NEWARK,NJ,HOMESTEAD,FL
bc4710471e981f56b81024bb81df302f,JANESVILLE,WI,TUCSON,AZ
20d2a183d1fcbd52e4ffd8bd1601e548,ST. LOUIS,MO,WORTHINGTON,MN
02f84bd13de0f0545e1395c267acc31b,BALDWINSVILLE,NY,SANTA FE SPRINGS,CA
13224927559df704bd6ee136b5d56273,PLEASANT PRAIRIE,WI,SAPULPA,OK
11c1e9d64c38d9bba46bd86adf08ff47,RENSSELAER,IN,SWEDESBORO,NJ
0e40f390083f657743845e89588e6779,LATHROP,CA,DAVENPORT,IA
a6ac10b3b5af1aba4a264054f59720d8,JACKSONVILLE,FL,MERRIMACK,NH
1bf12a49941190c3d2271f489114544f,AURORA,CO,HAYDEN,ID
c903be354bac8d3455206d34fc5b95ed,PLANT CITY,FL,WOODBRIDGE TOWNSHIP,NJ
2e208fa2b4e27459d96ade8daad8b41f,JANESVILLE,WI,HOUSTON,TX
64cfcc01be97b94f8fab19a422944d53,GRANITE CITY,IL,MORAINE,OH
ba90f091b227eab9868bde12ce1cdabe,FORT COLLINS,CO,PUYALLUP,WA
03cb4a6d39574aa75016c4f34a58480c,HOUSTON,TX,ST. AUGUSTINE,FL
c40cfa1d8a0ca5fa57d19e1d0e31a6ac,BALDWINSVILLE,NY,MERRIMACK,NH
60a8339541d10f304d4631f946d0c5c2,SIOUX CITY,IA,BOLINGBROOK,IL
90bc5645ce4e9a372334a112e10e5b84,HOUSTON,TX,MELBOURNE,FL
eb31b1b814b368bf15131723ebcad1ea,LAREDO,TX,CONOVER,NC
aa1ab14b356763d3a75206fd7699e1ff,GRANITE CITY,IL,FOSTORIA,OH
1e45e6b659b025d3f6169722e5fc55d2,STACY,MN,READING,PA
3cb6cb0216043350fc25fe97ad6b2108,PLANT CITY,FL,NEWINGTON,CT
5f1391303ae35fffcad592cbfa8f2fc6,WALLED LAKE,MI,EL PASO,TX
6476f6fadc47dad04d156f74310003b4,FORT COLLINS,CO,MILES CITY,MT
9fb7d223e3cc3c8b46e9bb39b0a33db1,LA PORTE,TX,LOS ANGELES,CA
5d682cb875cd302806017566d3e826cb,WALLED LAKE,MI,LAREDO,TX
2cd18fc8d2baa4a81d91ca1c36464fdd,WILLIAMSBURG,VA,PINELLAS PARK,FL
fb6450be5b089af9cc60c065b79d97ed,GRANITE CITY,IL,MANKATO,MN
7871c5b0f233a39073fa8ce2b3efe685,BRIDGEWATER,NJ,MIAMI,FL
f022b112ac2839860e2d3cc19f1d1174,CASA GRANDE,AZ,JEFFERSON CITY,MO
5fab6130db85f1b09acba2071e17b20b,GRANITE CITY,IL,ROGERS,MN
4b24a1835ed563335cd79612395f43a8,WILLIAMSBURG,VA,WINCHESTER,VA
895251eabde22cd83a9b510112a9a76e,ST. LOUIS,MO,DECATUR,AL
e57c8d9796224202e855bb19d3306a66,BROOKLYN,NY,PLANT CITY,FL
9125b7d5fb7dbb3a3ebba73068798231,WILLIAMSBURG,VA,NORCROSS,GA
09bc6a6ef74712ae5726e09a421a78cc,SOUTH JORDAN,UT,TOLLESON,AZ
a88248274a4f1c0494cb520e2b7fa852,GRANITE CITY,IL,INDIAN RIVER,MI
266701fd2452dbde94262099bb91da0a,STATESBORO,GA,BROOKLYN,NY
43dc33a0e8cd91acd444f40a8e92fc50,COLUMBUS,OH,MARQUETTE,MI
aa913e48e071e1419fac718347fcf6e3,LAKE PARK,GA,HYATTSVILLE,MD
0286cf2bf82f9708f7e3b74bd103a9bd,AURORA,CO,HAVRE,MT
cb73919d254ccc9cc26461653b585fb7,HOUSTON,TX,EL PASO,TX
daed3982fe6007abde6b2ef7f1838f1b,ST. LOUIS,MO,HIBBING,MN
fd7d1073f832a4d8a6defd93eeedb5fc,WRAY,CO,DENVER,CO
07f2c2a615be26a1b9a762345d4fba02,COLUMBUS,OH,JACKSONVILLE,FL
5107576ce3a645c908259e3ac44923fd,GRANITE CITY,IL,KNOXVILLE,TN
daa757916b4fd5b7a99efbb74f5cbee6,ANNAPOLIS,MD,BALDWINSVILLE,NY
d5dc5f55c8381c7a03ac2c002d388a5c,AURORA,CO,BOISE,ID
a054c11a672b650ba638640cd2f218f8,COLONIAL HEIGHTS,VA,HOMESTEAD,FL
5f30f553763324d58f26891ee2817eda,BALDWINSVILLE,NY,NEWARK,NJ
784ad3fc6326bd1358b89934960aff94,COLONIAL HEIGHTS,VA,LOXLEY,AL
f23a76d101677b51c79b56cd793e95f3,WILLIAMSBURG,VA,LAKE CITY,FL
95b68a4cb9fdd4c7a42a267c11154474,CHATSWORTH,IL,ROSEBORO,NC
6f930d21bf5db175d2dfb3ec0badf8ad,BRAITHWAITE,LA,CLEVELAND,OH
e57839d490c6fe9d3b88ec681053cf4d,PLANT CITY,FL,BROOK PARK,OH
8ec745de36964205ec1789d735ec0348,SALISBURY,NC,MEMPHIS,TN
ba1dc68b0943ac2ca81c2e9283a7141a,WILKES-BARRE,PA,COLUMBIA,SC
79bff083daa2ef0d18dac1f2605e2d50,AURORA,CO,TULSA,OK
4ed5d59e02ce41e916dbcf60e26c5217,HOUSTON,TX,ALEXANDRIA,LA
0d150014252db32e6393c72a2ab79682,LOUISVILLE,KY,NASHVILLE,IL
f7cdc459b90820ce52cb8c1990f3a46e,FAIRFIELD,CA,EUGENE,OR
45f29dd3766d51cb955237da950a27e7,BALDWINSVILLE,NY,LEWISTON,ME
7ee9c07d9453a08ba70a7bfe3d3c9a5d,GRANITE CITY,IL,SAINT PAUL,MN
77515b538c41dc1ca9448bc5d5585c79,OPA-LOCKA,FL,CALHOUN,KY
5b498c71208312ecf03190ea1299c95b,TRACY,CA,TOLLESON,AZ
2be28bccb85ebc12e479faef60412a74,TIMBERVILLE,VA,MEMPHIS,TN
70f4a987387726d80331c29fbf26479f,WILKES-BARRE,PA,JACKSON,TN
d9679ff4b944b22e8f8bdebfa437c139,ST. LOUIS,MO,TULSA,OK
aebc2bed77284309b69d1799e0518964,ST. LOUIS,MO,WEST MEMPHIS,AR
95bfbd9ca452ea886de9870c0f44a70d,WASHINGTON,PA,PHILADELPHIA,PA
3dff4f154d6c76cfbafccb12b306a3e8,BALTIMORE,MD,SYRACUSE,NY
fbe51cdf45b1e67b523278ad2c57a6ba,CASA GRANDE,AZ,FREMONT,CA
50e9ba04cf00937dc47411acaeb85c43,CARLISLE,PA,ORANGE,CT
2ebdaeaebf4900dc912bdc296904348c,WILLIAMSBURG,VA,FLORENCE,SC
44ac601d81b72ae78819f947173b5e71,FORT COLLINS,CO,SEDALIA,MO
59274e7dd6632a87ca3d394b6bb69a22,FORT COLLINS,CO,LEWISTOWN,MT
e0629d51832795a0701f967c2e4aef77,DUNN,NC,MOONACHIE,NJ
c333ac2523024c41d58e70602c2e6845,OPELIKA,AL,BRYAN,OH
c718eed04078250e6b034b579f618c34,GRANITE CITY,IL,VICKSBURG,MS
d73c549694082008c280e929adc1f04e,COLUMBUS,OH,FREDERICKSBURG,VA
bb99a1afb2a430376bdec859fdfd90ee,AURORA,CO,SCOTTSBLUFF,NE
d87ff6423660faaf2715696fab593c63,COLUMBUS,OH,JENKINS TOWNSHIP,PA
2e14a101962f080be4c321896b405658,LEBANON,KY,MOUNT HOLLY,NC
50672a68a30373657a76768cb6519703,ST. LOUIS,MO,CEDAR RAPIDS,IA
3b0f23bbe6ca55559dca2248e726c43e,CARLISLE,PA,CARLSTADT,NJ
8f3cd122145bb76be265ae4048fcd6a2,PARIS,TN,GASTONIA,NC
a66a6568bcb70171b37b116c202c68db,ZION,IL,ATHENS,TN
c1d1c2b698e9aaee1cad00790a3fc2a1,HOUSTON,TX,NATCHITOCHES,LA
26882cf4977c060d9cf387fd046f08f1,SINKING SPRING,PA,GOUVERNEUR,NY
b501333aaf91d8aa6d6537241616a47e,FORT COLLINS,CO,PRESCOTT VALLEY,AZ
749740122ff366ec99d8c7b1773fa801,GRANITE CITY,IL,CEDAR RAPIDS,IA
2bf1ab1b9ba4a8208460135042b812a2,IRVINGTON,NJ,NAPOLEON,OH
48061ba37579a595f9c57f1be5ddc00b,NEWARK,NJ,JAMESTOWN,NY
2f4f68d563feef06fb3a141cbca7527e,RIO RICO,AZ,LOS ANGELES,CA
065f18c27d4ff85d988807d3f549d9c1,NEWARK,NJ,STATE COLLEGE,PA
1dea26c87a86db97aa09c05c39f2f5db,JACKSONVILLE,FL,COLONIAL HEIGHTS,VA
2e0dc0f400e3158746f31b2974e1d43c,CLARKSVILLE,TN,CLINTON,IA
236d7bd488b7aef75706cdfebf985d81,FORT COLLINS,CO,YANKTON,SD
36890b3e97fac664900ca9bace4a2e8f,MCCOOK,NE,DAVENPORT,IA
07ad4b2c090c87236ed79798fc4357ac,LATROBE,PA,WANAQUE,NJ
eeb81b85ecfa7f874d3f2b4e6631bf2a,XENIA,OH,WOOD DALE,IL
65a5e5b349e8677d9d52b752b196c601,JOPLIN,MO,ATHENS,TN
2d4621b346d01d5063264cf9d38c1b01,PORTLAND,OR,COMMERCE,CA
a4f1e7e8a7ac0aed50ca42579fa751ef,LOS ANGELES,CA,VISALIA,CA
48069aa3b868ba7e5e6ce17d41134b87,PITTSTON,PA,QUEENS,NY
4bfc11ea802ce84d199f76d9c96ff32c,ST. LOUIS,MO,ROGERS,MN
63951bc01a801616799c4c69d37fb214,SPRING VALLEY,NY,WATERBURY,CT
93be691c5d1624fa695c91c6694599f5,LONG BEACH,CA,LONG BEACH,CA
1223ef3fd40c8f77f5eb0a1e25a43b15,SOMERSET,WI,CLINTON,IA
0af4a7037c64b253d0d2ad135fb56f8a,WANAQUE,NJ,ROCHESTER,NY
f308f5ca508d938dcb71587c6e6792f7,MARION,VA,YORK,PA
6893199f125789e3f43e9315e6ba0c5e,TIMBERVILLE,VA,FOREST PARK,GA
5cff4716b9f4c0e1f379e2290188d562,HOUSTON,TX,HOT SPRINGS,AR
9d6f63c93e35aa3ed430fa604f094264,COLUMBUS,OH,HAGERSTOWN,MD
f14a2ef30ebbed1a3c1325c2fd7ba80a,PARIS,TN,CLINTON,IA
a6ce7b88cf92d70d2b32a80ab5fbb370,HOUSTON,TX,BEAUMONT,TX
b9bcfd88c61fdbc12e65e41d3e9e9ed9,READING,PA,MUNDELEIN,IL
134b70cafea677faef48442cf1ce6d0e,DELRAY BEACH,FL,ASHEBORO,NC
fbb25644d53bf166361cf6944edd5537,BURLINGTON,NC,YORK,PA
8de81a985124d25a4616e449735ad2ef,COLONIAL HEIGHTS,VA,WILMINGTON,NC
359a52af78951288acc029169336347b,AVON,MA,WESTFIELD,MA
7badb4adfa12520bd7c0c4deb4b9dcc8,PORTLAND,OR,TRACY,CA
153c19210b32d3d46c9748acc170a05f,SIDNEY,OH,LACEYS SPRING,AL
f560e334be46a5afa7134746c6a53345,MEDLEY,FL,MONTGOMERY,AL
1897f9054dabec4926ca0062b7ce5124,HOUSTON,TX,GREENVILLE,TX
3d78a087ecaf591531deac933f85a73f,CARTERSVILLE,GA,COLUMBIA,SC
cba5073d26071e911c2decf9bb7e3ede,WINCHESTER,VA,EAST BERLIN,PA
c4cf82ec07826ad5bc447fdb6e593357,BALTIMORE,MD,LORDSTOWN,OH
f3edc9d0bdc3bb41a0807a8607109528,CHERRY HILL,NJ,HEBRON,KY
4b025bd194c2e8bd036f376381917549,PENNSAUKEN TOWNSHIP,NJ,FARMINGDALE,NY
cea192d75860ce8aa9226f44b56f0b96,MCALLEN,TX,HOUSTON,TX
04d2059fce95c078489c1e425022d851,HOUSTON,TX,VICKSBURG,MS
522cad39e6fc3ce72324218ce1ff93b5,COLONIAL HEIGHTS,VA,LINWOOD,NC
